year,scenario,region,facility_id,company,product,process,technology,capacity_tpy,production_t,bau_emissions_tco2,emissions_tco2,abatement_tco2,capex_usd,opex_usd_yr,fuel_cost_usd_yr,total_cost_usd,mac_usd_per_tco2,cost_component_capex_annual_usd,cost_component_opex_annual_usd,cost_component_new_energy_usd,cost_component_fuel_savings_usd,residual_value_usd,remaining_life_years,end_of_life_year,elec_demand_mwh,added_elec_mwh,h2_demand_t,heat_demand_gj,install_year,tech_deployed
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Ethylene_Ulsan,SK Geocentric,Ethylene,Naphtha Cracker,Baseline,660000,461999.99999999994,973097.3022471392,973097.3022471392,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,39464.305475119225,0.0,0.0,17266615.131696034,,
2025,S2_NetZero_HighAmbition,Daesan,Lotte Chemical_Propylene_Daesan,Lotte Chemical,Propylene,Naphtha Cracker,Baseline,550000,385000.0,739764.5982751378,739764.5982751378,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,73638.84479796913,0.0,0.0,12782949.618569637,,
2025,S2_NetZero_HighAmbition,Daesan,HDHyundai Oilbank_Propylene_Daesan,HDHyundai Oilbank,Propylene,Naphtha Cracker,Baseline,420000,294000.0,564911.1477737417,564911.1477737417,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,56233.29966390371,0.0,0.0,9761525.16327136,,
2025,S2_NetZero_HighAmbition,Daesan,HD Hyundai Chemical_Propylene_Daesan,HD Hyundai Chemical,Propylene,Naphtha Cracker,Baseline,451000,315700.0,606606.970585613,606606.970585613,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,60383.852734334694,0.0,0.0,10482018.687227104,,
2025,S2_NetZero_HighAmbition,Daesan,LG Chem_Propylene_Daesan,LG Chem,Propylene,Naphtha Cracker,Baseline,680000,475999.99999999994,914618.0487765339,914618.0487765339,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,91044.38993203457,0.0,0.0,15804374.073867915,,
2025,S2_NetZero_HighAmbition,Daesan,Hanwha TotalEnergies_Propylene_Daesan,Hanwha TotalEnergies,Propylene,Naphtha Cracker,Baseline,1064000,744800.0,1431108.2410268122,1431108.2410268122,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,142457.6924818894,0.0,0.0,24729197.08028745,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte Chemical_Propylene_Yeosu,Lotte Chemical,Propylene,Naphtha Cracker,Baseline,641000,448700.0,862162.0136261154,862162.0136261154,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,85822.72639181494,0.0,0.0,14897946.737278434,,
2025,S2_NetZero_HighAmbition,Yeosu,LG Chem_Propylene_Yeosu,LG Chem,Propylene,Naphtha Cracker,Baseline,1300000,910000.0,1748534.5050139623,1748534.5050139623,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,174055.4513406543,0.0,0.0,30214244.55298278,,
2025,S2_NetZero_HighAmbition,Yeosu,Yeochon NCC_Propylene_Yeosu,Yeochon NCC,Propylene,Naphtha Cracker,Baseline,1289000,902300.0,1733739.2130484597,1733739.2130484597,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,172582.67444469495,0.0,0.0,29958585.56061139,,
2025,S2_NetZero_HighAmbition,Yeosu,GS Caltex_Propylene_Yeosu,GS Caltex,Propylene,Naphtha Cracker,Baseline,970000,679000.0,1304675.7460488796,1304675.7460488796,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,129872.14446187284,0.0,0.0,22544474.781840995,,
2025,S2_NetZero_HighAmbition,Ulsan,Daehan Oil Chemical_Propylene_Onsan,Daehan Oil Chemical,Propylene,Naphtha Cracker,Baseline,560000,392000.0,753214.8636983223,753214.8636983223,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,74977.73288520494,0.0,0.0,13015366.884361813,,
2025,S2_NetZero_HighAmbition,Ulsan,S-Oil_Propylene_Onsan,S-Oil,Propylene,Naphtha Cracker,Baseline,840000,588000.0,1129822.2955474835,1129822.2955474835,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,112466.59932780742,0.0,0.0,19523050.32654272,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Advanced_Propylene_Ulsan,SK Advanced,Propylene,Naphtha Cracker,Baseline,600000,420000.0,807015.9253910595,807015.9253910595,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,80333.28523414815,0.0,0.0,13945035.947530514,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Energy_Propylene_Ulsan,SK Energy,Propylene,Naphtha Cracker,Baseline,620000,434000.0,833916.4562374282,833916.4562374282,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,83011.06140861976,0.0,0.0,14409870.479114864,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Propylene_Ulsan,SK Geocentric,Propylene,Naphtha Cracker,Baseline,380000,266000.0,511110.08608100435,511110.08608100435,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,50877.74731496049,0.0,0.0,8831856.10010266,,
2025,S2_NetZero_HighAmbition,Ulsan,Taekwang Industrial_Propylene_Ulsan,Taekwang Industrial,Propylene,Naphtha Cracker,Baseline,300000,210000.0,403507.96269552974,403507.96269552974,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,40166.642617074074,0.0,0.0,6972517.973765257,,
2025,S2_NetZero_HighAmbition,Ulsan,Hyosung Chemical_Propylene_Ulsan,Hyosung Chemical,Propylene,Naphtha Cracker,Baseline,500000,350000.0,672513.2711592162,672513.2711592162,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,66944.40436179013,0.0,0.0,11620863.28960876,,
2025,S2_NetZero_HighAmbition,Daesan,Lotte Chemical_Butadiene_Daesan,Lotte Chemical,Butadiene,Naphtha Cracker,Baseline,190000,133000.0,295210.7370471616,295210.7370471616,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,53205.48738819401,0.0,0.0,4919401.168786274,,
2025,S2_NetZero_HighAmbition,Daesan,HD Hyundai Chemical_Butadiene_Daesan,HD Hyundai Chemical,Butadiene,Naphtha Cracker,Baseline,163000,114100.0,253259.73757203866,253259.73757203866,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,45644.70760145065,0.0,0.0,4220328.371116646,,
2025,S2_NetZero_HighAmbition,Daesan,LG Chem_Butadiene_Daesan,LG Chem,Butadiene,Naphtha Cracker,Baseline,200000,140000.0,310748.1442601701,310748.1442601701,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,56005.77619809896,0.0,0.0,5178317.019775026,,
2025,S2_NetZero_HighAmbition,Daesan,Hanwha TotalEnergies_Butadiene_Daesan,Hanwha TotalEnergies,Butadiene,Naphtha Cracker,Baseline,150000,105000.0,233061.10819512757,233061.10819512757,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,42004.33214857422,0.0,0.0,3883737.764831269,,
2025,S2_NetZero_HighAmbition,Yeosu,Kumho Petrochemical_Butadiene_Yeosu,Kumho Petrochemical,Butadiene,Naphtha Cracker,Baseline,147000,102900.0,228399.88603122503,228399.88603122503,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,41164.24550560273,0.0,0.0,3806063.0095346435,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte GS Chemical_Butadiene_Yeosu,Lotte GS Chemical,Butadiene,Naphtha Cracker,Baseline,130000,91000.0,201986.29376911055,201986.29376911055,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,36403.75452876432,0.0,0.0,3365906.0628537666,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte Chemical_Butadiene_Yeosu,Lotte Chemical,Butadiene,Naphtha Cracker,Baseline,160000,112000.0,248598.51540813613,248598.51540813613,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,44804.620958479165,0.0,0.0,4142653.61582002,,
2025,S2_NetZero_HighAmbition,Yeosu,LG Chem_Butadiene_Yeosu,LG Chem,Butadiene,Naphtha Cracker,Baseline,306000,214200.0,475444.6607180602,475444.6607180602,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,85688.8375830914,0.0,0.0,7922825.040255789,,
2025,S2_NetZero_HighAmbition,Yeosu,Yeochon NCC_Butadiene_Yeosu,Yeochon NCC,Butadiene,Naphtha Cracker,Baseline,378000,264600.0,587313.9926517216,587313.9926517216,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,105850.91701440702,0.0,0.0,9787019.167374799,,
2025,S2_NetZero_HighAmbition,Ulsan,Kumho Petrochemical_Butadiene_Ulsan,Kumho Petrochemical,Butadiene,Naphtha Cracker,Baseline,90000,62999.99999999999,139836.66491707653,139836.66491707653,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,25202.599289144528,0.0,0.0,2330242.658898761,,
2025,S2_NetZero_HighAmbition,Ulsan,Daehan Oil Chemical_Butadiene_Ulsan,Daehan Oil Chemical,Butadiene,Naphtha Cracker,Baseline,146000,102200.0,226846.14530992418,226846.14530992418,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,40884.216624612236,0.0,0.0,3780171.4244357687,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Butadiene_Ulsan,SK Geocentric,Butadiene,Naphtha Cracker,Baseline,130000,91000.0,201986.29376911055,201986.29376911055,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,36403.75452876432,0.0,0.0,3365906.0628537666,,
2025,S2_NetZero_HighAmbition,Other,OCI_Benzene_Gwangyang,OCI,Benzene,BTX Plant,Baseline,200000,140000.0,41603.24437456244,41603.24437456244,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,5123.780804518616,0.0,0.0,663003.0641979456,,
2025,S2_NetZero_HighAmbition,Daesan,Lotte Chemical_Benzene_Daesan,Lotte Chemical,Benzene,BTX Plant,Baseline,240000,168000.0,49923.893249474924,49923.893249474924,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,6148.536965422339,0.0,0.0,795603.6770375348,,
2025,S2_NetZero_HighAmbition,Daesan,HD Hyundai Chemical_Benzene_Daesan,HD Hyundai Chemical,Benzene,BTX Plant,Baseline,410000,287000.0,85286.650967853,85286.650967853,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,10503.750649263162,0.0,0.0,1359156.2816057885,,
2025,S2_NetZero_HighAmbition,Daesan,HDHyundai Oilbank_Benzene_Daesan,HDHyundai Oilbank,Benzene,BTX Plant,Baseline,338000,236599.99999999997,70309.48299301052,70309.48299301052,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,8659.18955963646,0.0,0.0,1120475.178494528,,
2025,S2_NetZero_HighAmbition,Daesan,LG Chem_Benzene_Daesan,LG Chem,Benzene,BTX Plant,Baseline,270000,189000.0,56164.3799056593,56164.3799056593,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,6917.104086100131,0.0,0.0,895054.1366672266,,
2025,S2_NetZero_HighAmbition,Daesan,Hanwha TotalEnergies_Benzene_Daesan,Hanwha TotalEnergies,Benzene,BTX Plant,Baseline,1267000,886900.0,263556.553112853,263556.553112853,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,32459.151396625428,0.0,0.0,4200124.411693985,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte Chemical_Benzene_Yeosu,Lotte Chemical,Benzene,BTX Plant,Baseline,235000,164500.0,48883.812140110866,48883.812140110866,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,6020.442445309373,0.0,0.0,779028.600432586,,
2025,S2_NetZero_HighAmbition,Yeosu,LG Chem_Benzene_Yeosu,LG Chem,Benzene,BTX Plant,Baseline,630000,441000.0,131050.21977987167,131050.21977987167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,16139.909534233639,0.0,0.0,2088459.6522235286,,
2025,S2_NetZero_HighAmbition,Yeosu,Yeochon NCC_Benzene_Yeosu,Yeochon NCC,Benzene,BTX Plant,Baseline,457000,319900.0,95063.41339587518,95063.41339587518,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,11707.839138325038,0.0,0.0,1514962.0016923058,,
2025,S2_NetZero_HighAmbition,Yeosu,GS Caltex_Benzene_Yeosu,GS Caltex,Benzene,BTX Plant,Baseline,930000,651000.0,193455.08634171533,193455.08634171533,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,23825.580741011563,0.0,0.0,3082964.248520447,,
2025,S2_NetZero_HighAmbition,Ulsan,Daehan Oil Chemical_Benzene_Onsan,Daehan Oil Chemical,Benzene,BTX Plant,Baseline,210000,147000.0,43683.40659329056,43683.40659329056,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,5379.969844744546,0.0,0.0,696153.2174078429,,
2025,S2_NetZero_HighAmbition,Ulsan,S-Oil_Benzene_Onsan,S-Oil,Benzene,BTX Plant,Baseline,672000,470399.99999999994,139786.90109852978,139786.90109852978,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,17215.903503182544,0.0,0.0,2227690.295705097,,
2025,S2_NetZero_HighAmbition,Ulsan,Lotte Chemical_Benzene_Ulsan,Lotte Chemical,Benzene,BTX Plant,Baseline,110000,77000.0,22881.78440600934,22881.78440600934,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,2818.0794424852384,0.0,0.0,364651.68530887004,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Benzene_Ulsan,SK Geocentric,Benzene,BTX Plant,Baseline,603000,422100.0,125433.78178930575,125433.78178930575,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,15448.199125623627,0.0,0.0,1998954.238556806,,
2025,S2_NetZero_HighAmbition,Ulsan,Ulsan Aromatics_Benzene_Ulsan,Ulsan Aromatics,Benzene,BTX Plant,Baseline,600000,420000.0,124809.7331236873,124809.7331236873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,15371.342413555847,0.0,0.0,1989009.1925938367,,
2025,S2_NetZero_HighAmbition,Other,SK Incheon Petrochemical_Benzene_Incheon,SK Incheon Petrochemical,Benzene,BTX Plant,Baseline,600000,420000.0,124809.7331236873,124809.7331236873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,15371.342413555847,0.0,0.0,1989009.1925938367,,
2025,S2_NetZero_HighAmbition,Other,OCI_Toluene_Gwangyang,OCI,Toluene,BTX Plant,Baseline,40000,28000.0,10826.122288190898,10826.122288190898,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,751.487851329397,0.0,0.0,176800.81711945208,,
2025,S2_NetZero_HighAmbition,Daesan,Lotte Chemical_Toluene_Daesan,Lotte Chemical,Toluene,BTX Plant,Baseline,120000,84000.0,32478.366864572698,32478.366864572698,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,2254.4635539881915,0.0,0.0,530402.4513583563,,
2025,S2_NetZero_HighAmbition,Daesan,LG Chem_Toluene_Daesan,LG Chem,Toluene,BTX Plant,Baseline,100000,70000.0,27065.30572047725,27065.30572047725,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1878.7196283234925,0.0,0.0,442002.0427986302,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte Chemical_Toluene_Yeosu,Lotte Chemical,Toluene,BTX Plant,Baseline,220000,154000.0,59543.67258504994,59543.67258504994,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,4133.183182311684,0.0,0.0,972404.4941569865,,
2025,S2_NetZero_HighAmbition,Yeosu,LG Chem_Toluene_Yeosu,LG Chem,Toluene,BTX Plant,Baseline,112000,78400.0,30313.142406934516,30313.142406934516,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,2104.165983722312,0.0,0.0,495042.2879344658,,
2025,S2_NetZero_HighAmbition,Yeosu,Yeochon NCC_Toluene_Yeosu,Yeochon NCC,Toluene,BTX Plant,Baseline,282000,197400.0,76324.16213174583,76324.16213174583,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,5297.989351872249,0.0,0.0,1246445.7606921373,,
2025,S2_NetZero_HighAmbition,Yeosu,GS Caltex_Toluene_Yeosu,GS Caltex,Toluene,BTX Plant,Baseline,170000,118999.99999999999,46011.01972481131,46011.01972481131,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,3193.8233681499373,0.0,0.0,751403.4727576713,,
2025,S2_NetZero_HighAmbition,Ulsan,Daehan Oil Chemical_Toluene_Onsan,Daehan Oil Chemical,Toluene,BTX Plant,Baseline,78000,54600.0,21110.938461972255,21110.938461972255,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1465.4013100923241,0.0,0.0,344761.59338293155,,
2025,S2_NetZero_HighAmbition,Ulsan,S-Oil_Toluene_Onsan,S-Oil,Toluene,BTX Plant,Baseline,300000,210000.0,81195.91716143173,81195.91716143173,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,5636.158884970478,0.0,0.0,1326006.1283958906,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Toluene_Ulsan,SK Geocentric,Toluene,BTX Plant,Baseline,1506000,1054200.0,407603.5041503873,407603.5041503873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,28293.517602551798,0.0,0.0,6656550.76454737,,
2025,S2_NetZero_HighAmbition,Daesan,Lotte Chemical_Xylene_Daesan,Lotte Chemical,Xylene,BTX Plant,Baseline,60000,42000.0,31689.64670917362,31689.64670917362,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,32049.24893226395,0.0,0.0,298351.3788890754,,
2025,S2_NetZero_HighAmbition,Daesan,HD Hyundai Chemical_Xylene_Daesan,HD Hyundai Chemical,Xylene,BTX Plant,Baseline,1350000,944999.9999999999,713017.0509564064,713017.0509564064,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,721108.1009759388,0.0,0.0,6712906.025004197,,
2025,S2_NetZero_HighAmbition,Yeosu,Lotte Chemical_Xylene_Yeosu,Lotte Chemical,Xylene,BTX Plant,Baseline,79000,55300.0,41724.70150041193,41724.70150041193,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,42198.1777608142,0.0,0.0,392829.3155372826,,
2025,S2_NetZero_HighAmbition,Yeosu,LG Chem_Xylene_Yeosu,LG Chem,Xylene,BTX Plant,Baseline,60000,42000.0,31689.64670917362,31689.64670917362,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,32049.24893226395,0.0,0.0,298351.3788890754,,
2025,S2_NetZero_HighAmbition,Yeosu,Yeochon NCC_Xylene_Yeosu,Yeochon NCC,Xylene,BTX Plant,Baseline,204000,142800.0,107744.79881119031,107744.79881119031,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,108967.44636969743,0.0,0.0,1014394.6882228565,,
2025,S2_NetZero_HighAmbition,Yeosu,GS Caltex_Xylene_Yeosu,GS Caltex,Xylene,BTX Plant,Baseline,350000,244999.99999999997,184856.27247017942,184856.27247017942,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,186953.952104873,0.0,0.0,1740383.0435196063,,
2025,S2_NetZero_HighAmbition,Ulsan,Daehan Oil Chemical_Xylene_Onsan,Daehan Oil Chemical,Xylene,BTX Plant,Baseline,47000,32900.0,24823.55658885267,24823.55658885267,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,25105.24499694009,0.0,0.0,233708.58012977574,,
2025,S2_NetZero_HighAmbition,Ulsan,S-Oil_Xylene_Onsan,S-Oil,Xylene,BTX Plant,Baseline,450000,315000.0,237672.35031880217,237672.35031880217,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,240369.3669919796,0.0,0.0,2237635.3416680656,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_Xylene_Ulsan,SK Geocentric,Xylene,BTX Plant,Baseline,894000,625800.0,472175.735966687,472175.735966687,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,477533.80909073283,0.0,0.0,4445435.545447225,,
2025,S2_NetZero_HighAmbition,Ulsan,Lotte Chemical_O-X_Ulsan,Lotte Chemical,O-X,BTX Plant,Baseline,210000,147000.0,234.56668523086222,234.56668523086222,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,537.9969844744546,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Ulsan,SK Geocentric_O-X_Ulsan,SK Geocentric,O-X,BTX Plant,Baseline,200000,140000.0,223.39684307701165,223.39684307701165,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,512.3780804518616,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Ulsan,Lotte Chemical_M-X_Ulsan,Lotte Chemical,M-X,BTX Plant,Baseline,360000,251999.99999999997,402.11431753862087,402.11431753862087,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,922.2805448133506,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Daesan,HDHyundai Oilbank_P-X_Daesan,HDHyundai Oilbank,P-X,BTX Plant,Baseline,1460000,1021999.9999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Daesan,Hanwha TotalEnergies_P-X_Daesan,Hanwha TotalEnergies,P-X,BTX Plant,Baseline,2000000,1400000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Yeosu,GS Caltex_P-X_Yeosu,GS Caltex,P-X,BTX Plant,Baseline,1350000,944999.9999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,
2025,S2_NetZero_HighAmbition,Ulsan,S-Oil_P-X_Onsan,S-Oil,P-X,BTX Plant,Baseline,1900000,1330000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,
