year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,naphtha_price_usd_per_gj,h2_price_usd_per_kg,methodology,grid_price_usd_per_mwh
2028,NCC-Electricity,False,37.60323707441514,29.977209296629795,0.599544185932596,0.0,3261.2612612612616,54.88,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2028,RE_PPA,True,7.164142682653034,0.0,0.0,-120.0,-120.0,54.88,,,,100.0
2029,Heat_Pump,True,5.112176825659369,12.833378311716972,0.38500134935150915,250.93214019388517,264.15051985495364,53.84,0.0,,,
2029,NCC-H2,False,37.60323707441514,24.35648255351171,0.6089120638377928,0.0,2349.1124260355023,,0.0,5.232,LCOE-based (adjusted for fossil fuel sensitivity),
2029,NCC-Electricity,False,37.60323707441514,29.040421506110114,0.5808084301222023,0.0,2834.6456692913384,53.84,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2029,RE_PPA,True,7.145909600390351,0.0,0.0,-125.43478260869564,-125.43478260869564,53.84,,,,100.0
2030,Heat_Pump,True,5.112176825659369,12.222265058778069,0.36666795176334205,246.08501118568233,258.6739441962237,52.8,0.0,,,
2030,NCC-H2,True,37.60323707441514,23.41969476299203,0.5854923690748007,0.0,1721.461187214612,,0.0,5.04,LCOE-based (adjusted for fossil fuel sensitivity),
2030,NCC-Electricity,True,37.60323707441514,28.103633715590433,0.5620726743118086,0.0,2496.503496503496,52.8,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2030,RE_PPA,True,7.126964983210102,0.0,0.0,-131.11111111111111,-131.11111111111111,52.8,,,,100.0
2031,Heat_Pump,True,5.112176825659369,11.916708432308617,0.3575012529692585,241.2378821774795,253.51209186275736,51.76,0.0,,,
2031,NCC-H2,True,37.60323707441514,22.763943309628253,0.5690985827407063,0.0,1345.724907063197,,0.0,4.848,LCOE-based (adjusted for fossil fuel sensitivity),
2031,NCC-Electricity,True,37.60323707441514,27.35420348317469,0.5470840696634938,0.0,2232.704402515723,51.76,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2031,RE_PPA,True,7.107266351415713,0.0,0.0,-137.04545454545453,-137.04545454545453,51.76,,,,100.0
2032,Heat_Pump,True,5.112176825659369,11.611151805839166,0.34833455417517495,236.39075316927668,248.35023952929103,50.72,0.0,,,
2032,NCC-H2,True,37.60323707441514,22.108191856264476,0.552704796406612,0.0,1087.7742946708465,,0.0,4.656,LCOE-based (adjusted for fossil fuel sensitivity),
2032,NCC-Electricity,True,37.60323707441514,26.604773250758946,0.5320954650151789,0.0,2017.1428571428567,50.72,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2032,RE_PPA,True,7.086767775182972,0.0,0.0,-143.25581395348837,-143.25581395348837,50.72,,,,100.0
2033,Heat_Pump,True,5.112176825659369,11.305595179369714,0.3391678553810914,231.54362416107384,243.18838719582465,49.68,0.0,,,
2033,NCC-H2,True,37.60323707441514,21.4524404029007,0.5363110100725175,0.0,899.7289972899729,,0.0,4.464,LCOE-based (adjusted for fossil fuel sensitivity),
2033,NCC-Electricity,True,37.60323707441514,25.8553430183432,0.5171068603668639,0.0,1837.6963350785345,49.68,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2033,RE_PPA,True,7.065419517033849,0.0,0.0,-149.76190476190476,-149.76190476190476,49.68,,,,100.0
2034,Heat_Pump,True,5.112176825659369,11.000038552900262,0.33000115658700785,226.696495152871,238.02653486235826,48.64,0.0,,,
2034,NCC-H2,True,37.60323707441514,20.79668894953692,0.5199172237384231,0.0,756.563245823389,,0.0,4.272,LCOE-based (adjusted for fossil fuel sensitivity),
2034,NCC-Electricity,True,37.60323707441514,25.105912785927455,0.5021182557185491,0.0,1685.9903381642516,48.64,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2034,RE_PPA,True,7.043167628910159,0.0,0.0,-156.58536585365852,-156.58536585365852,48.64,,,,100.0
2035,Heat_Pump,True,5.112176825659369,10.69448192643081,0.3208344577929243,221.84936614466815,232.86468252889188,47.6,0.0,,,
2035,NCC-H2,True,37.60323707441514,20.140937496173144,0.5035234374043286,0.0,643.9232409381664,,0.0,4.08,LCOE-based (adjusted for fossil fuel sensitivity),
2035,NCC-Electricity,True,37.60323707441514,24.35648255351171,0.4871296510702342,0.0,1556.053811659193,47.6,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2035,RE_PPA,True,7.019953496975717,0.0,0.0,-163.75,-163.75,47.6,,,,100.0
2036,Heat_Pump,True,5.112176825659369,10.38892529996136,0.31166775899884075,217.00223713646534,227.70283019542555,46.56,0.0,,,
2036,NCC-H2,True,37.60323707441514,19.485186042809367,0.4871296510702342,0.0,586.9120654396728,,0.0,3.888,LCOE-based (adjusted for fossil fuel sensitivity),
2036,NCC-Electricity,True,37.60323707441514,23.607052321095964,0.4721410464219193,0.0,1443.5146443514645,46.56,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2036,RE_PPA,True,6.995713326060745,0.0,0.0,-171.28205128205127,-171.28205128205127,46.56,,,,100.0
2037,Heat_Pump,True,5.112176825659369,10.083368673491908,0.3025010602047572,212.15510812826253,222.5409778619592,45.52,0.0,,,
2037,NCC-H2,True,37.60323707441514,18.82943458944559,0.47073586473613976,0.0,534.3811394891945,,0.0,3.696,LCOE-based (adjusted for fossil fuel sensitivity),
2037,NCC-Electricity,True,37.60323707441514,22.85762208868022,0.4571524417736044,0.0,1345.0980392156862,45.52,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2037,RE_PPA,True,6.970377554200463,0.0,0.0,-179.21052631578948,-179.21052631578948,45.52,,,,100.0
2038,Heat_Pump,True,5.112176825659369,9.777812047022454,0.2933343614106736,207.30797912005966,217.37912552849278,44.48,0.0,,,
2038,NCC-H2,True,37.60323707441514,18.173683136081813,0.4543420784020453,0.0,485.8223062381853,,0.0,3.504,LCOE-based (adjusted for fossil fuel sensitivity),
2038,NCC-Electricity,True,37.60323707441514,22.108191856264476,0.4421638371252895,0.0,1258.3025830258302,44.48,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2038,RE_PPA,True,6.94387018595358,0.0,0.0,-187.56756756756758,-187.56756756756758,44.48,,,,100.0
2039,Heat_Pump,True,5.112176825659369,9.472255420553003,0.28416766261659004,202.46085011185684,212.21727319502642,43.44,0.0,,,
2039,NCC-H2,True,37.60323707441514,17.517931682718036,0.43794829206795094,0.0,440.80145719489985,,0.0,3.312,LCOE-based (adjusted for fossil fuel sensitivity),
2039,NCC-Electricity,True,37.60323707441514,21.35876162384873,0.4271752324769746,0.0,1181.184668989547,43.44,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2039,RE_PPA,True,6.916108031044122,0.0,0.0,-196.38888888888889,-196.38888888888889,43.44,,,,100.0
2040,Heat_Pump,True,5.112176825659369,9.166698794083551,0.27500096382250655,197.61372110365397,207.05542086156004,42.4,0.0,,,
2040,NCC-H2,True,37.60323707441514,16.862180229354262,0.42155450573385655,0.0,398.9455184534271,,0.0,3.12,LCOE-based (adjusted for fossil fuel sensitivity),
2040,NCC-Electricity,True,37.60323707441514,20.609331391432985,0.4121866278286597,0.0,1112.211221122112,42.4,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2040,RE_PPA,True,6.886999832260267,0.0,0.0,-205.7142857142857,-205.7142857142857,42.4,,,,100.0
2041,Heat_Pump,True,5.112176825659369,9.013920480848826,0.2704176144254648,192.76659209545116,202.05093019072544,41.36,0.0,,,
2041,NCC-H2,True,37.60323707441514,16.581143892198355,0.4145285973049589,0.0,368.42105263157896,,0.0,2.928,LCOE-based (adjusted for fossil fuel sensitivity),
2041,NCC-Electricity,True,37.60323707441514,20.23461627522511,0.40469232550450224,0.0,1050.1567398119123,41.36,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2041,RE_PPA,True,6.856445263350506,0.0,0.0,-215.58823529411762,-215.58823529411762,41.36,,,,100.0
2042,Heat_Pump,True,5.112176825659369,8.8611421676141,0.265834265028423,187.91946308724832,197.04643951989084,40.32,0.0,,,
2042,NCC-H2,True,37.60323707441514,16.30010755504245,0.40750268887606134,0.0,339.90147783251234,,0.0,2.736,LCOE-based (adjusted for fossil fuel sensitivity),
2042,NCC-Electricity,True,37.60323707441514,19.85990115901724,0.3971980231803448,0.0,994.0298507462687,40.32,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2042,RE_PPA,True,6.824333773731966,0.0,0.0,-226.06060606060606,-226.06060606060606,40.32,,,,100.0
2043,Heat_Pump,True,5.112176825659369,8.708363854379375,0.26125091563138125,183.0723340790455,192.04194884905627,39.28,0.0,,,
2043,NCC-H2,True,37.60323707441514,16.019071217886548,0.4004767804471637,0.0,313.1955484896661,,0.0,2.544,LCOE-based (adjusted for fossil fuel sensitivity),
2043,NCC-Electricity,True,37.60323707441514,19.485186042809367,0.3897037208561874,0.0,943.0199430199431,39.28,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2043,RE_PPA,True,6.790543251976509,0.0,0.0,-237.1875,-237.1875,39.28,,,,100.0
2044,Heat_Pump,True,5.112176825659369,8.555585541144648,0.25666756623433945,178.22520507084263,187.0374581782216,38.239999999999995,0.0,,,
2044,NCC-H2,True,37.60323707441514,15.738034880730643,0.3934508720182661,0.0,288.135593220339,,0.0,2.352,LCOE-based (adjusted for fossil fuel sensitivity),
2044,NCC-Electricity,True,37.60323707441514,19.110470926601494,0.3822094185320299,0.0,896.4577656675749,38.239999999999995,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2044,RE_PPA,True,6.7549384740194185,0.0,0.0,-249.03225806451616,-249.03225806451616,38.239999999999995,,,,100.0
2045,Heat_Pump,True,5.112176825659369,8.402807227909923,0.2520842168372977,173.37807606263985,182.03296750738707,37.2,0.0,,,
2045,NCC-H2,True,37.60323707441514,15.45699854357474,0.3864249635893685,0.0,264.5739910313901,,0.0,2.16,LCOE-based (adjusted for fossil fuel sensitivity),
2045,NCC-Electricity,True,37.60323707441514,18.735755810393623,0.37471511620787246,0.0,853.7859007832898,37.2,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2045,RE_PPA,True,6.717369294519866,0.0,0.0,-261.6666666666667,-261.6666666666667,37.2,,,,100.0
2046,Heat_Pump,True,5.112176825659369,8.250028914675196,0.24750086744025587,168.53094705443698,177.02847683655244,36.16,0.0,,,
2046,NCC-H2,True,37.60323707441514,15.175962206418834,0.3793990551604709,0.0,242.38026124818575,,0.0,1.968,LCOE-based (adjusted for fossil fuel sensitivity),
2046,NCC-Electricity,True,37.60323707441514,18.36104069418575,0.367220813883715,0.0,814.5363408521303,36.16,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2046,RE_PPA,True,6.677668530367857,0.0,0.0,-275.1724137931035,-275.1724137931035,36.16,,,,100.0
2047,Heat_Pump,True,5.112176825659369,8.097250601440471,0.24291751804321413,163.68381804623414,172.02398616571782,35.12,0.0,,,
2047,NCC-H2,True,37.60323707441514,14.89492586926293,0.3723731467315733,0.0,221.43864598025388,,0.0,1.7759999999999998,LCOE-based (adjusted for fossil fuel sensitivity),
2047,NCC-Electricity,True,37.60323707441514,17.98632557797788,0.3597265115595576,0.0,778.3132530120482,35.12,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2047,RE_PPA,True,6.635649473418651,0.0,0.0,-289.64285714285705,-289.64285714285705,35.12,,,,100.0
2048,Heat_Pump,True,5.112176825659369,7.944472288205745,0.23833416864617232,158.83668903803132,167.01949549488324,34.08,0.0,,,
2048,NCC-H2,True,37.60323707441514,14.613889532107025,0.3653472383026757,0.0,201.64609053497944,,0.0,1.5839999999999996,LCOE-based (adjusted for fossil fuel sensitivity),
2048,NCC-Electricity,True,37.60323707441514,17.611610461770006,0.3522322092354001,0.0,744.7795823665894,34.08,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2048,RE_PPA,True,6.591102954397312,0.0,0.0,-305.18518518518516,-305.18518518518516,34.08,,,,100.0
2049,Heat_Pump,True,5.112176825659369,7.791693974971019,0.23375081924913055,153.98956002982848,162.01500482404862,33.04,0.0,,,
2049,NCC-H2,True,37.60323707441514,14.332853194951122,0.35832132987377807,0.0,182.9105473965287,,0.0,1.3919999999999997,LCOE-based (adjusted for fossil fuel sensitivity),
2049,NCC-Electricity,True,37.60323707441514,17.236895345562132,0.3447379069112427,0.0,713.6465324384787,33.04,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2049,RE_PPA,True,6.543793860552944,0.0,0.0,-321.9230769230769,-321.9230769230769,33.04,,,,100.0
2050,Heat_Pump,True,5.112176825659369,7.638915661736293,0.2291674698520888,149.14243102162567,157.01051415321405,32.0,0.0,,,
2050,NCC-H2,True,37.60323707441514,14.051816857795217,0.35129542144488046,0.0,165.14954486345903,,0.0,1.2,LCOE-based (adjusted for fossil fuel sensitivity),
2050,NCC-Electricity,True,37.60323707441514,16.862180229354262,0.33724360458708524,0.0,684.6652267818575,32.0,0.0,,LCOE-based (adjusted for fossil fuel sensitivity),
2050,RE_PPA,True,6.493456984702537,0.0,0.0,-340.0,-340.0,32.0,,,,100.0
