company,location,product,product_group,process,capacity_kt,year_built,facility_age,remaining_life,initial_capex_musd,book_value_musd,emission_intensity,emissions_year_kt,required_reduction_kt,required_reduction_pct,must_retire,stranded_book_value_musd
Samnam Petrochemical,Yeosu,TPA,Other,Utility,1500,1990,35,0,600.0,0.0,0.003627140475212089,7.007635398109756,2.3497551360235107,33.53135547915828,False,0.0
Lotte Chemical,Ulsan,TPA,Other,Utility,0,1990,35,0,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Hanwha Impact,Ulsan,TPA,Other,Utility,1300,1995,30,0,520.0,0.0,0.0036271404752120893,6.073284011695122,2.036454451220376,33.53135547915828,False,0.0
Taekwang Industrial,Ulsan,TPA,Other,Utility,1000,1980,45,0,400.0,0.0,0.0036271404752120893,4.671756932073172,1.5665034240156743,33.53135547915828,False,0.0
Hyosung Chemical,Ulsan,TPA,Other,Utility,420,1997,28,2,168.0,11.2,0.0036271404752120885,1.9621379114707314,0.6579314380865828,33.53135547915828,False,0.0
Lotte Chemical,Ulsan,PIA,Other,Utility,0,1998,27,3,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Caprolactam,Ulsan,CPLM,Other,Utility,270,1974,51,0,108.0,0.0,0.003627140475212089,1.261374371659756,0.4229559244842319,33.53135547915828,False,0.0
SK Chemical,Ulsan,DMT,Other,Utility,160,1989,36,0,64.0,0.0,0.0036271404752120885,0.7474811091317073,0.25064054784250783,33.53135547915828,False,0.0
Lotte Chemical,Daesan,EG,Other,Utility,730,2005,20,10,292.0,97.33333333333333,0.0036271404752120885,3.410382560413414,1.1435474995314419,33.53135547915828,False,0.0
LG Chem,Daesan,EG,Other,Utility,0,2006,19,11,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Hanwha TotalEnergies,Daesan,EG,Other,Utility,218,1991,34,0,87.2,0.0,0.003627140475212089,1.0184430111919511,0.3414977464354169,33.53135547915828,False,0.0
Lotte Chemical,Yeosu,EG,Other,Utility,400,1979,46,0,160.0,0.0,0.0036271404752120893,1.8687027728292684,0.6266013696062696,33.53135547915828,False,0.0
Daehan Oil Chemical,Ulsan,EG,Other,Utility,200,2014,11,19,80.0,50.666666666666664,0.0036271404752120893,0.9343513864146342,0.3133006848031348,33.53135547915828,False,0.0
Dongseo Petrochemical,Ulsan,AN,Other,Utility,602,1972,53,0,240.8,0.0,0.005187162242504757,4.022001110944369,1.3486314898864515,33.53135547915828,False,0.0
Taekwang Industrial,Ulsan,AN,Other,Utility,290,1997,28,2,116.0,7.733333333333333,0.005187162242504757,1.9375088408203769,0.6496729768555995,33.53135547915828,False,0.0
LG Chem,Daesan,SBR,Other,Utility,80,1996,29,1,32.0,1.0666666666666667,0.0036271404752120885,0.37374055456585364,0.12532027392125392,33.53135547915828,False,0.0
Kumho Petrochemical,Ulsan,SBR,Other,Utility,183,1973,52,0,73.2,0.0,0.0036271404752120893,0.8549315185693903,0.28667012659486835,33.53135547915828,False,0.0
LG Chem,Daesan,S-SBR,Other,Utility,80,2012,13,17,32.0,18.133333333333333,0.0036271404752120885,0.37374055456585364,0.12532027392125392,33.53135547915828,False,0.0
Kumho Petrochemical,Yeosu,S-SBR,Other,Utility,123,2012,13,17,49.2,27.880000000000003,0.0036271404752120893,0.574626102645,0.1926799211539279,33.53135547915828,False,0.0
Lotte Versalis Elastomers,Yeosu,S-SBR,Other,Utility,100,2018,7,23,40.0,30.666666666666668,0.003627140475212089,0.46717569320731706,0.1566503424015674,33.53135547915828,False,0.0
LG Chem,Daesan,SB-Latex,Other,Utility,20,1996,29,1,8.0,0.26666666666666666,0.003627140475212085,0.09343513864146331,0.031330068480313444,33.53135547915828,False,0.0
Kumho Petrochemical,Ulsan,SB-Latex,Other,Utility,85,1983,42,0,34.0,0.0,0.0036271404752120893,0.39709933922621954,0.1331527910413323,33.53135547915828,False,0.0
Korea Trinseo,Ulsan,SB-Latex,Other,Utility,43,1990,35,0,17.2,0.0,0.0036271404752120885,0.2008855480791463,0.06735964723267396,33.53135547915828,False,0.0
Hansol Chemical,Jeonju,SB-Latex,Other,Utility,60,1996,29,1,24.0,0.8,0.003627140475212088,0.2803054159243902,0.09399020544094042,33.53135547915828,False,0.0
LG Chem,Daesan,BR,Other,Utility,220,1996,29,1,88.0,2.933333333333333,0.003627140475212089,1.0277865250560976,0.3446307532834483,33.53135547915828,False,0.0
Kumho Petrochemical,Yeosu,BR,Other,Utility,275,1980,45,0,110.0,0.0,0.0036271404752120893,1.284733156320122,0.43078844160431035,33.53135547915828,False,0.0
LG Chem,Daesan,NBR,Other,Utility,65,1996,29,1,26.0,0.8666666666666667,0.0036271404752120876,0.303664200584756,0.10182272256101876,33.53135547915828,False,0.0
Kumho Petrochemical,Ulsan,NBR,Other,Utility,92,1987,38,0,36.800000000000004,0.0,0.0036271404752120893,0.4298016377507317,0.144118315009442,33.53135547915828,False,0.0
LG Chem,Yeosu,NB-Latex,Other,Utility,205,2008,17,13,82.0,35.53333333333333,0.003627140475212089,0.957710171075,0.3211332019232131,33.53135547915828,False,0.0
Kumho Petrochemical,Ulsan,NB-Latex,Other,Utility,946,2012,13,17,378.40000000000003,214.42666666666668,0.003627140475212089,4.419482057741219,1.4819122391188273,33.53135547915828,False,0.0
Hansol Chemical,Jeonju,NB-Latex,Other,Utility,28,2021,4,26,11.200000000000001,9.706666666666669,0.003627140475212086,0.13080919409804867,0.043862095872438826,33.53135547915828,False,0.0
Kumho Polychem,Yeosu,EPDM,Other,Utility,310,1987,38,0,124.0,0.0,0.003627140475212089,1.4482446489426828,0.48561606144485886,33.53135547915828,False,0.0
Lotte Versalis Elastomers,Yeosu,EPDM,Other,Utility,96,2018,7,23,38.400000000000006,29.440000000000005,0.0036271404752120893,0.44848866547902444,0.15038432870550472,33.53135547915828,False,0.0
Lotte INEOS Chemical,Ulsan,Acetic Acid,Intermediates,Utility,710,1991,34,0,284.0,0.0,0.0036271404752120893,3.3169474217719515,1.1122174310511286,33.53135547915828,False,0.0
Lotte INEOS Chemical,Ulsan,Vinyl Acetate,Other,Utility,460,1996,29,1,184.0,6.133333333333333,0.0036271404752120893,2.1490081887536587,0.72059157504721,33.53135547915828,False,0.0
Korea Alcohol Industrial,Ulsan,Ethanol,Other,Utility,70,1974,51,0,28.0,0.0,0.003627140475212089,0.32702298524512197,0.10965523968109718,33.53135547915828,False,0.0
Korea Alcohol Industrial,Ulsan,Ethyl Acetate,Other,Utility,123,1989,36,0,49.2,0.0,0.0036271404752120893,0.574626102645,0.1926799211539279,33.53135547915828,False,0.0
ISU Chemical,Ulsan,Alkylbenzene,Aromatics,Utility,180,1973,52,0,72.0,0.0,0.003627140475212089,0.8409162477731708,0.2819706163228213,33.53135547915828,False,0.0
LG Chem,Yeosu,PA,Other,Utility,0,1992,33,0,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Aekyung Chemical,Ulsan,PA,Other,Utility,210,1972,53,0,84.0,0.0,0.003627140475212089,0.9810689557353658,0.3289657190432915,33.53135547915828,False,0.0
Hanwha Solutions,Ulsan,PA,Other,Utility,0,1997,28,2,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
OCI,Pohang,PA,Other,Utility,60,1983,42,0,24.0,0.0,0.003627140475212088,0.2803054159243902,0.09399020544094042,33.53135547915828,False,0.0
Aekyung Chemical,Ulsan,MA,Other,Utility,8,1988,37,0,3.2,0.0,0.0036271404752120876,0.03737405545658535,0.012532027392125384,33.53135547915828,False,0.0
Yongsan Chemical,Ulsan,MA,Other,Utility,38,1976,49,0,15.200000000000001,0.0,0.0036271404752120893,0.1775267634187805,0.059527130112595604,33.53135547915828,False,0.0
Korea PTG,Ulsan,MA,Other,Utility,30,1992,33,0,12.0,0.0,0.0036271404752120867,0.14015270796219503,0.04699510272047019,33.53135547915828,False,0.0
Hanwha Solutions,Ulsan,MA,Other,Utility,0,1998,27,3,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
OCI,Gunsan,TDI,Other,Utility,50,1990,35,0,20.0,0.0,0.0036271404752120876,0.23358784660365847,0.07832517120078367,33.53135547915828,False,0.0
BASF Korea,Yeosu,TDI,Other,Utility,160,1988,37,0,64.0,0.0,0.0036271404752120885,0.7474811091317073,0.25064054784250783,33.53135547915828,False,0.0
Hanwha Solutions,Yeosu,TDI,Other,Utility,150,1981,44,0,60.0,0.0,0.003627140475212089,0.7007635398109756,0.23497551360235108,33.53135547915828,False,0.0
Downing Chemical,Yeosu,MDI,Other,Utility,30,2018,7,23,12.0,9.200000000000001,0.0036271404752120867,0.14015270796219503,0.04699510272047019,33.53135547915828,False,0.0
Kumho Mitsui Chemical,Yeosu,MDI,Other,Utility,610,1992,33,0,244.0,0.0,0.0036271404752120893,2.8497717285646345,0.9555670886495612,33.53135547915828,False,0.0
BASF Korea,Yeosu,MDI,Other,Utility,250,1992,33,0,100.0,0.0,0.0036271404752120893,1.167939233018293,0.3916258560039186,33.53135547915828,False,0.0
LG Chem,Daesan,Phenol,Intermediates,Utility,360,2013,12,18,144.0,86.39999999999999,0.003627140475212089,1.6818324955463415,0.5639412326456426,33.53135547915828,False,0.0
Kumho P&B Chemical,Yeosu,Phenol,Intermediates,Utility,680,1980,45,0,272.0,0.0,0.0036271404752120893,3.1767947138097563,1.0652223283306583,33.53135547915828,False,0.0
LG Chem,Yeosu,Phenol,Intermediates,Utility,350,2005,20,10,140.0,46.666666666666664,0.0036271404752120893,1.63511492622561,0.5482761984054859,33.53135547915828,False,0.0
LG Chem,Daesan,Acetone,Intermediates,Utility,225,2013,12,18,90.0,54.0,0.0036271404752120893,1.0511453097164636,0.35246327040352665,33.53135547915828,False,0.0
Kumho P&B Chemical,Yeosu,Acetone,Intermediates,Utility,420,1980,45,0,168.0,0.0,0.0036271404752120885,1.9621379114707314,0.6579314380865828,33.53135547915828,False,0.0
LG Chem,Yeosu,Acetone,Intermediates,Utility,210,2005,20,10,84.0,28.0,0.003627140475212089,0.9810689557353658,0.3289657190432915,33.53135547915828,False,0.0
Samyang Innochem,Gunsan,BPA,Other,Utility,180,2012,13,17,72.0,40.8,0.003627140475212089,0.8409162477731708,0.2819706163228213,33.53135547915828,False,0.0
LG Chem,Daesan,BPA,Other,Utility,165,2013,12,18,66.0,39.6,0.0036271404752120885,0.7708398937920731,0.25847306496258615,33.53135547915828,False,0.0
Kumho P&B Chemical,Yeosu,BPA,Other,Utility,450,1991,34,0,180.0,0.0,0.0036271404752120893,2.102290619432927,0.7049265408070533,33.53135547915828,False,0.0
LG Chem,Yeosu,BPA,Other,Utility,330,2005,20,10,132.0,44.0,0.0036271404752120885,1.5416797875841461,0.5169461299251723,33.53135547915828,False,0.0
Bluecube Chemical,Gumi,Epoxy Resin,Other,Utility,52,1990,35,0,20.8,0.0,0.0036271404752120885,0.24293136046780484,0.08145817804881503,33.53135547915828,False,0.0
Kolon Industries,Gimcheon,Epoxy Resin,Other,Utility,0,2007,18,12,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Kukdo Chemical,Busan/Iksan/Siheung,Epoxy Resin,Other,Utility,530,1973,52,0,212.0,0.0,0.003627140475212089,2.4760311739987806,0.8302468147283072,33.53135547915828,False,0.0
Kumho P&B Chemical,Yeosu,Epoxy Resin,Other,Utility,338,2019,6,24,135.20000000000002,108.16000000000003,0.003627140475212089,1.5790538430407315,0.5294781573172976,33.53135547915828,False,0.0
LG Chem,Naju,Octanol,Other,Utility,125,1982,43,0,50.0,0.0,0.0036271404752120893,0.5839696165091465,0.1958129280019593,33.53135547915828,False,0.0
LG Chem,Yeosu,Octanol,Other,Utility,0,1996,29,1,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
Hanwha Solutions,Yeosu,Octanol,Other,Utility,152,1997,28,2,60.800000000000004,4.053333333333334,0.0036271404752120893,0.710107053675122,0.23810852045038242,33.53135547915828,False,0.0
LG Chem,Naju,Butanol,Other,Utility,55,1982,43,0,22.0,0.0,0.003627140475212087,0.2569466312640243,0.08615768832086201,33.53135547915828,False,0.0
Hanwha Solutions,Yeosu,Butanol,Other,Utility,12,1997,28,2,4.800000000000001,0.32000000000000006,0.0036271404752120837,0.056061083184877965,0.01879804108818806,33.53135547915828,False,0.0
Kumho Petrochemical,Yeosu,PPG,Polymers,Utility,152,1997,28,2,60.800000000000004,4.053333333333334,0.0036271404752120893,0.710107053675122,0.23810852045038242,33.53135547915828,False,0.0
PU Core,Ulsan,PPG,Polymers,Utility,220,1988,37,0,88.0,0.0,0.003627140475212089,1.0277865250560976,0.3446307532834483,33.53135547915828,False,0.0
KPX Chemical,Ulsan,PPG,Polymers,Utility,298,1990,35,0,119.2,0.0,0.003627140475212089,1.3921835657578048,0.46681802035667075,33.53135547915828,False,0.0
BASF Korea,Ulsan,PPG,Polymers,Utility,119,1975,50,0,47.6,0.0,0.003627140475212089,0.5559390749167072,0.18641390745786515,33.53135547915828,False,0.0
Lotte MCC,Daesan,MMA,Other,Utility,90,1995,30,0,36.0,0.0,0.003627140475212089,0.4204581238865854,0.14098530816141064,33.53135547915828,False,0.0
Lotte MCC,Yeosu,MMA,Other,Utility,97,2009,16,14,38.800000000000004,18.10666666666667,0.0036271404752120885,0.4531604224110975,0.15195083212952035,33.53135547915828,False,0.0
Lotte Chemical,Yeosu,MMA,Other,Utility,50,2013,12,18,20.0,12.0,0.0036271404752120876,0.23358784660365847,0.07832517120078367,33.53135547915828,False,0.0
LXMMA,Yeosu,MMA,Other,Utility,260,2001,24,6,104.0,20.8,0.0036271404752120893,1.2146568023390245,0.4072908902440752,33.53135547915828,False,0.0
Lotte MCC,Yeosu,PMMA,Other,Utility,110,2008,17,13,44.0,19.066666666666666,0.005130741012193227,0.7269233866075363,0.24374726482450904,33.53135547915828,False,0.0
LXMMA,Yeosu,PMMA,Other,Utility,120,1991,34,0,48.0,0.0,0.005130741012193227,0.7930073308445852,0.26590610708128265,33.53135547915828,False,0.0
Arkema,진해,PMMA,Other,Utility,100,1999,26,4,40.0,5.333333333333333,0.005130741012193226,0.6608394423704875,0.2215884225677355,33.53135547915828,False,0.0
OCI,Gwangyang,Carbon Black(CB),Other,Utility,150,1992,33,0,60.0,0.0,0.003627140475212089,0.7007635398109756,0.23497551360235108,33.53135547915828,False,0.0
HD Hyundai OCI,Daesan,Carbon Black(CB),Other,Utility,136,2018,7,23,54.400000000000006,41.70666666666667,0.0036271404752120893,0.6353589427619513,0.21304446566613167,33.53135547915828,False,0.0
Birla Carbon Korea,Yeosu,Carbon Black(CB),Other,Utility,193,1996,29,1,77.2,2.5733333333333333,0.0036271404752120893,0.901649087890122,0.3023351608350251,33.53135547915828,False,0.0
Orion Engineered Carbons,Yeosu,Carbon Black(CB),Other,Utility,170,1979,46,0,68.0,0.0,0.0036271404752120893,0.7941986784524391,0.2663055820826646,33.53135547915828,False,0.0
OCI,Pohang,Carbon Black(CB),Other,Utility,40,1981,44,0,16.0,0.0,0.003627140475212087,0.18687027728292674,0.06266013696062692,33.53135547915828,False,0.0
Kolon Industries,Daesan,Petroleum Resin,Polymers,Utility,87,2014,11,19,34.800000000000004,22.040000000000003,0.0036271404752120885,0.4064428530903658,0.13628579788936362,33.53135547915828,False,0.0
Kolon Industries,Yeosu,Petroleum Resin,Polymers,Utility,50,2004,21,9,20.0,6.0,0.0036271404752120876,0.23358784660365847,0.07832517120078367,33.53135547915828,False,0.0
Hanwha Solutions,Yeosu,Petroleum Resin,Polymers,Utility,86,2019,6,24,34.4,27.52,0.0036271404752120885,0.4017710961582926,0.13471929446534792,33.53135547915828,False,0.0
Kolon Industries,Ulsan,Petroleum Resin,Polymers,Utility,0,1978,47,0,0.0,0.0,,0.0,0.0,33.53135547915828,False,0.0
